"item_id","construct","subconstruct","item_format","age_band","entry_kind","stimulus_modality","cognitive_process","response_format","engagement_affordance","adaptivity_fit","tail_discrimination","coachability_bias_risk","advantage_vs_cogat","source_name","source_url","ip_status","reuse_note"
"GB-007","game_based","fluid_reasoning:mechanical_systems_reasoning","contraption/Rube-Goldberg builder: assemble gears, belts, ramps and switches so a chain reaction achieves a goal; open sandbox scored on solution correctness, efficiency, and originality via stealth indicators","6-8","item_type","interactive","mechanical reasoning, forward chaining, planning multi-step causal sequences","drag_drop","building your own machine is maximal SDT autonomy; watching the chain reaction fire is a competence payoff and dopaminergic flow loop that keeps children iterating rather than giving one answer","med - target puzzles parameterize but scoring needs an evidence model; multiple valid solutions complicate keying","high - number and elegance of distinct working solutions expose exceptional mechanical reasoners; open-ended so low ceiling","construction-game familiarity and fine motor/drag precision are construct-irrelevant; tinkering-toy home exposure (SES); equalize with tutorial, snap-to-grid, and warm-up build","measures generative mechanical reasoning and creativity CogAT cannot; engagement sustains long iterative effort and telemetry captures the design process, giving a truer high-end read","Shute & Ventura (2013), Stealth Assessment: Measuring and Supporting Learning in Video Games (MIT Press)","https://mitpress.mit.edu/9780262518819/stealth-assessment/","research_described","adapt_ok - published stealth-assessment design principles"
"GB-008","game_based","spatial:mental_rotation","mental-rotation arcade: a target 3D block figure appears; child taps which of several rotated candidates matches (vs a mirror foil); speed+accuracy scored, angular disparity parameterized","4-5","item_type","interactive","mental rotation, spatial transformation","timed_tap","fast rounds with combo streaks and a beat-your-time loop create flow via clear goals and immediate feedback; the arcade frame turns an intimidating rotation test into a rewarding reflex game","high - angular disparity and figure complexity give clean difficulty parameters for CAT; large clonable stimulus pool","med/high - include large-disparity and mirror-foil items to avoid ceiling; response-time slope discriminates strong rotators","mental rotation is trainable (Uttal meta-analysis g approx 0.47) so practice/coaching is a real construct-irrelevant threat; device/touch latency and sex-linked gaming exposure; standardize tutorial and device","adds response-time chronometry (rotation speed) that CogAT paper items cannot capture; game framing reduces stereotype-threat effects on spatial tasks, yielding a truer estimate especially at the tail","Shepard & Metzler (1971), Mental rotation of three-dimensional objects, Science","https://doi.org/10.1126/science.171.3972.701","research_described","adapt_ok - classic public paradigm; author original stimuli"
"GB-009","game_based","spatial:mental_rotation_visualization","falling-block packing game (Tetris-like): rotate and place descending tetromino/polyomino pieces to fill rows; in-game mental rotation and spatial planning captured from rotation counts, placement quality, and lookahead use","6-8","item_type","interactive","mental rotation, spatial visualization, real-time spatial planning","timed_tap","escalating speed and clear-the-line payoffs are a textbook flow generator (tight challenge-skill loop, instant feedback); highly motivating, so children keep exerting spatial effort under increasing load","high - drop speed and piece set parameterize difficulty; trivially clonable levels","med - strong ceiling/ practice effects for experienced players blur the top; use novel piece shapes and time pressure to spread the tail","heavy familiarity/practice effects; a registered replication found Tetris does not transfer to mental-rotation tests, so in-game skill is partly game-specific construct-irrelevant variance; tutorial + short adaptation blocks","real-time rotation under load reveals fluency CogAT cannot; engagement keeps effort maximal, though scoring must isolate spatial skill from game familiarity to beat CogAT's cleaner construct isolation","Gentile & Lieto (2022), The role of mental rotation in Tetris gameplay (ACT-R model), Cognitive Systems Research","https://www.sciencedirect.com/science/article/pii/S1389041721000991","research_described","describe_only - Tetris is trademarked; build an original polyomino packer using the paradigm"
"GB-010","game_based","spatial:spatial_visualization_construction","copy-the-structure block construction (Minecraft-style): reproduce a shown 3D model in a voxel world, or build to spec from an orthographic blueprint; scored on match accuracy, block count efficiency, and rotation moves","4-5","item_type","interactive","3D spatial visualization, perspective taking, 2D-to-3D translation","drag_drop","creative building satisfies SDT autonomy and competence; the beloved voxel aesthetic and free-build option drive high engagement and relatedness, sustaining spatial effort far longer than a static form-board","med/high - target models parameterize by size/occlusion/blueprint abstraction; clonable but 3D scoring is nontrivial","high - complex occluded or blueprint-only targets separate strong visualizers; open build reduces ceiling","voxel-game familiarity and camera/navigation control are strong construct-irrelevant confounds; large SES/home-console exposure gap; require guided camera tutorial and structured (not free) build for scoring","assesses constructive 3D visualization CogAT cannot present; engagement and telemetry (build order, rotations, error-correction) expose spatial process, giving a richer, truer read of high spatial talent","Slattery et al. (2024), Minecraft Education intervention for spatial thinking (RCT), Learning and Instruction","https://www.sciencedirect.com/science/article/pii/S0959475224001300","research_described","describe_only - Minecraft is commercial; build an original block-construction task using the block-building paradigm"
"GB-011","game_based","spatial:paper_folding_visualization","fold-the-net mini-game: mentally fold a flat net into a 3D box/shape and tap the correct folded result, or predict where punched holes land after folds/unfolds; difficulty by number of folds and asymmetry","6-8","item_type","interactive","spatial visualization, mental folding, sequential spatial transformation","mcq","animated fold previews and a gift-wrapping/origami theme give playful, low-stakes framing that reduces test anxiety; earning decorated boxes provides SDT competence feedback that sustains effort","high - folds, symmetry, and hole count parameterize a large calibrated CAT pool","med/high - multi-fold, low-symmetry items with plausible foils avoid ceiling and separate strong visualizers","paper-folding is trainable and test-prep-coachable (construct-irrelevant); reading/instruction load; equalize with animated tutorial, worked example, and untimed practice","same spatial-visualization construct as CogAT surface-development items but with animation scaffolding and RT data; game framing elicits fuller effort, sharpening the high-end estimate","Uttal et al. (2013), The malleability of spatial skills: a meta-analysis, Psychological Bulletin","https://doi.org/10.1037/a0028446","research_described","adapt_ok - construct evidence base; author original paper-folding items (cf. ETS VZ-2 type)"
"GB-012","game_based","spatial:spatial_navigation","first-person virtual maze/collectathon (Virtual Spatial Navigation Assessment): explore a 3D building/outdoor world, collect gems, and return to start; scored on route efficiency (time/distance) and map-building behavior","6-8","item_type","interactive","large-scale spatial navigation, cognitive-map formation, wayfinding","other","treasure-hunt exploration triggers curiosity and SDT autonomy; the world-to-explore frame produces flow and keeps children navigating, unlike an abstract map test","med - environments author to difficulty (size, landmarks, occlusion) but building 3D worlds is costly; not a quick clonable pool","high - efficient shortcut-taking vs wandering strongly separates strong navigators; route telemetry is granular","first-person control and 3D-game familiarity are major construct-irrelevant confounds with sex/SES exposure gaps; motion sensitivity; require extended movement tutorial and simplified controls","measures environmental/large-scale spatial ability CogAT does not touch; rich path telemetry and high engagement reveal wayfinding strategy and true high-end spatial talent","Shute, Ventura & Ke (2015) (VSNA), The power of play, Computers & Education","https://myweb.fsu.edu/vshute/pdf/portal1.pdf","research_described","adapt_ok - VSNA is a described research instrument; build an original navigation task"
"GB-013","game_based","spatial:construction_creativity","user-generated-content build-and-share precedent (Roblox/Minecraft platforms): open 3D construction and simple scripting; documented links to spatial skills, mathematics, creativity, and computational thinking in K-8 learners","6-8","item_type","interactive","spatial construction, design, emergent computational/creative reasoning","other","authorship and sharing with peers maximize all three SDT needs (autonomy, competence, relatedness) and intrinsic motivation; among the most engaging mediums for children, sustaining long, effortful spatial work","low - free-form UGC is powerful for engagement but hard to standardize/score reliably; poor CAT fit without structured tasks","med - exceptional builders/scripters stand out qualitatively, but open-endedness makes calibrated tail scoring difficult","large exposure/skill gaps (SES, prior platform hours) and control familiarity are heavy construct-irrelevant variance; safety/moderation concerns; use structured challenges, not free play, for any scoring","engagement ceiling far above CogAT keeps able children fully invested; captures constructive/creative spatial talent CogAT ignores, but reliability trade-offs mean it complements rather than replaces cleaner items","Hu et al. (2023), Learners in the Metaverse: a systematic review on the use of Roblox in learning, Education Sciences","https://www.mdpi.com/2227-7102/13/3/296","research_described","describe_only - Roblox/Minecraft are commercial platforms; adapt task design into an owned environment"
"GB-014","game_based","working_memory:updating","n-back creature game: a stream of animals/positions appears; tap when the current item matches the one n steps back; n adapts to keep accuracy near target; updating and interference control scored","6-8","item_type","interactive","working-memory updating, maintenance, interference resolution","timed_tap","level-up on n and streak feedback create a desirable-difficulty flow loop (Bjork; Csikszentmihalyi); friendly creatures reduce the sterile feel of a memory test, sustaining effort under high load","high - n and inter-stimulus interval are clean difficulty knobs; auto-adaptive staircase is native to the paradigm","high - high-n and dual-modality variants avoid ceiling and separate exceptional updating capacity","n-back is highly practice-sensitive (training studies show large gains) so repeated exposure is construct-irrelevant; device timing/motor speed; standardize hardware and use fresh sequences + tutorial","directly measures WM updating, an executive construct CogAT does not isolate; adaptive engagement holds attention so the estimate reflects capacity, not boredom, especially at the high end","Jaeggi, Buschkuehl, Jonides & Perrig (2008), Improving fluid intelligence with training on working memory (n-back), PNAS","https://doi.org/10.1073/pnas.0801268105","research_described","adapt_ok - public paradigm (Kirchner 1958; child norms Pelegrina et al. 2015); author original stimuli"
"GB-015","game_based","working_memory:spatial_span","light-up sequence game (Simon/Corsi-style spatial span): watch a sequence of tiles/creatures light up, then tap them back in order (forward and backward); span length adapts upward until failure","K-1","item_type","interactive","visuospatial short-term/working memory span, sequencing","sequence_recall","melodic, colorful call-and-response has an inherent toy-like appeal for young children; SDT competence from each longer span plus flow from the rising challenge keep 5-6 year olds trying past a paper span task","high - span length is a direct difficulty parameter; adaptive staircase; trivially clonable","med - simple spans can ceiling for able kids; backward span and distractor variants extend the top","touch accuracy/motor speed and prior Simon-toy exposure are construct-irrelevant; attention lapses in young kids; use a clear demo, forgiving hit-boxes, and multiple trials per span","assesses visuospatial WM span, which CogAT under-weights; playful format sustains young-child engagement so the span reflects true capacity rather than compliance","Anguera/Gazzaley, Neuroscape UCSF, Adaptive Cognitive Evaluation (ACE)","https://neuroscape.ucsf.edu/researchers-ace/","research_described","adapt_ok - replicates public span paradigm (Corsi 1972); build original stimuli"
"GB-016","game_based","working_memory:manipulation","sort-and-recall game (List Sorting style): a set of items (animals of different sizes, foods) is shown/named, then the child must report them back in a required order (e.g., smallest to largest); load grows by list length and categories","4-5","item_type","interactive","working-memory storage + manipulation (reordering), categorization","sequence_recall","a helper-the-zookeeper framing gives purpose and SDT relatedness; cheerful audiovisual items support dual-coding and lower verbal-only load, keeping young children engaged while they manipulate items in mind","high - list length and number of sort dimensions parameterize difficulty cleanly","med/high - two-dimension sorts and longer lists prevent ceiling and reveal strong manipulation capacity","vocabulary/naming knowledge and touch skill add construct-irrelevant variance; category familiarity (SES); mitigate with picture+audio items, a demo, and culturally common exemplars","isolates WM manipulation (not just span) that CogAT does not separate; engaging multimodal delivery yields fuller effort and a truer capacity estimate at the top","NIH Toolbox Cognition Battery (List Sorting Working Memory Test)","https://nihtoolbox.org/domain/cognition/","research_described","adapt_ok - underlying list-sorting paradigm is public; NIH Toolbox instrument is licensed, build original items"
"GB-017","game_based","working_memory:selective_filtering","filter-and-remember game (ACE Filter-style): remember only the target-colored shapes while ignoring distractors, then report their orientation/position after a delay; distractor load parameterized","6-8","item_type","interactive","selective encoding, WM capacity, distractor suppression","drag_drop","a spy/scanner theme (remember the good guys, ignore decoys) creates purposeful flow; immediate hit/miss feedback and rising distractor waves keep effort high while taxing filtering","high - target:distractor ratio and set size are precise difficulty knobs suited to adaptive delivery","high - high-distractor loads separate children who filter efficiently from those who overload; low ceiling","attention/gaming familiarity and motor speed are construct-irrelevant; strategy discovery (chunking) can be coached; standardize tutorial and randomize displays","measures attentional filtering into WM, an executive facet CogAT ignores; engagement sustains attention so scores reflect capacity, and telemetry shows encoding strategy","Anguera/Gazzaley, Neuroscape UCSF, Adaptive Cognitive Evaluation (ACE); validation O'Laughlin et al. (2025), JMIR","https://neuroscape.ucsf.edu/researchers-ace/","research_described","adapt_ok - research battery replicating gold-standard tasks; build original stimuli"
"GB-018","game_based","working_memory:updating_binding","running-memory cooking/order game: customers give orders that update; child must serve the last k items in the current order, binding item-to-slot as orders change; running span + binding load scored","2-3","item_type","interactive","running WM, updating, feature binding, prospective memory","drag_drop","role-play as a cook gives SDT autonomy+relatedness and a concrete, meaningful goal (Hirsh-Pasek pillars: active, engaged, meaningful); happy-customer feedback sustains flow while WM is loaded","high - order length, update rate, and number of features (color/shape) parameterize difficulty","med - keep binding demands high (multi-feature orders) to avoid ceiling for able young children","food/vocabulary familiarity, touch skill, and role-play comfort are construct-irrelevant; young-child fatigue; short blocks, demo, and picture cues equalize","taps dynamic running-memory and binding CogAT never measures; the playful, concrete task keeps very young children on-task, giving a more valid early-childhood WM read","Lumsden, Edwards, Lawrence, Coyle & Munafo (2016), Gamification of Cognitive Assessment and Training: A Systematic Review, JMIR Serious Games","https://games.jmir.org/2016/2/e11/","research_described","adapt_ok - review documents gamified WM-task designs; author original task"
"GB-019","game_based","processing_speed:cognitive_control_speed","multitask drive-and-respond game (NeuroRacer-style): steer a vehicle on a winding road while responding only to specific signs; single-task and dual-task blocks quantify multitasking cost and speed","6-8","item_type","interactive","processing speed under interference, divided attention, cognitive control","timed_tap","driving with scores and streaks is intrinsically thrilling (flow via speed + tight feedback); the racing frame elicits maximal fast responding without the pressure of a stopwatch on a symbol sheet","high - road speed and signal rate adapt continuously; the paradigm is natively adaptive","med/high - dual-task cost (not raw speed) separates strong controllers; include high-load blocks to avoid ceiling","driving-game familiarity and device input latency are construct-irrelevant; sex/SES exposure gaps; standardize hardware and give an adaptation block before scoring","yields multitasking-cost and RT-distribution metrics CogAT cannot; the exciting frame secures full-speed effort, so processing speed is measured at true ceiling rather than under boredom","Anguera et al. (2013), Video game training enhances cognitive control (NeuroRacer), Nature","https://pmc.ncbi.nlm.nih.gov/articles/PMC3983066/","research_described","adapt_ok - published paradigm; build an original multitask racer"
"GB-020","game_based","processing_speed:perceptual_speed","speeded same/different game (Pattern Comparison style): two figures flash; tap 'same' or 'different' as fast as possible for as many trials as possible in a fixed window; score = correct responses per unit time","4-5","item_type","interactive","perceptual/comparison speed, rapid visual discrimination","timed_tap","a beat-the-clock arcade with rising combo meter creates flow and a personal-best competence loop (SDT); the playful timer feels like a challenge, not evaluative threat, so children push their true speed","high - figure similarity and time window parameterize; huge clonable stimulus pool","med - processing-speed tasks can compress at the top for able kids; add subtle differences and a hard block to spread the tail","tap latency/motor speed, device responsiveness, and gaming reflexes are core construct-irrelevant variance; require identical hardware, a motor-only baseline, and warm-up trials","clean RT/throughput metrics with practice-curve telemetry beyond CogAT's paper speed proxies; game framing maximizes effort so speed is not under-estimated by disengagement","NIH Toolbox Cognition Battery (Pattern Comparison Processing Speed Test)","https://nihtoolbox.org/domain/cognition/","research_described","adapt_ok - perceptual-speed paradigm is public; build original stimuli"
"GB-021","game_based","processing_speed:sustained_attention_vigilance","target-detection vigilance game (continuous-performance/TOVA-style): respond to frequent targets and withhold to rare non-targets (or vice versa) over several minutes; RT, RT variability, omissions and commissions scored","2-3","item_type","interactive","sustained attention, vigilance, response consistency, inhibitory control","timed_tap","a friendly catch-the-critters loop with gentle audio rewards fights the boredom that normally sinks vigilance tasks; light gamification (Lumsden) preserves motivation so the vigilance decrement reflects attention, not disinterest","med - duration and target rate parameterize, but vigilance needs sustained blocks (not short adaptive items) for valid signal","med - low RT variability and few lapses mark strong attenders; ceiling possible for brief tasks, so use longer blocks","motor speed, device latency, and momentary fatigue/motivation are construct-irrelevant; over-gamification can distort the vigilance signal; balance rewards and standardize timing","CogAT has no sustained-attention measure; continuous telemetry (RT variability, lapse timing) reveals attentional stability, and modest game rewards keep able children engaged enough to show true vigilance","Kollins et al. (2020), STARS-ADHD RCT of AKL-T01 (primary outcome TOVA continuous-performance test), Lancet Digital Health","https://www.thelancet.com/journals/landig/article/PIIS2589-7500%2820%2930017-0/fulltext","research_described","describe_only - TOVA/AKL-T01 are commercial; the continuous-performance paradigm is public, build an original vigilance task"
"GB-022","game_based","processing_speed:symbol_coding","decode-the-message game (symbol-substitution/coding style): use a shown symbol-to-key legend to translate as many symbols as possible before time runs out; speed + accuracy scored, legend refreshed each block","4-5","item_type","interactive","associative processing speed, visual scanning, incidental learning","timed_tap","a secret-agent decoder theme gives purpose and SDT competence; unlocking a hidden message is a concrete reward that sustains fast effort where a plain coding sheet would feel tedious","med/high - legend size and time window parameterize; watch incidental-learning confound as blocks repeat","med - speeded coding can ceiling for able kids; use larger legends and novel symbols to extend the top","motor/tap speed, device latency, and legend-memorization strategy are construct-irrelevant; refresh legends, standardize hardware, and provide a motor baseline","provides throughput and learning-slope telemetry beyond CogAT paper speed items; the decoder narrative secures maximal effort so speed reflects capacity, not compliance","Lumsden, Edwards, Lawrence, Coyle & Munafo (2016), Gamification of Cognitive Assessment and Training: A Systematic Review, JMIR Serious Games","https://games.jmir.org/2016/2/e11/","research_described","adapt_ok - coding/substitution paradigm is public; build original symbols/legend"
"GB-023","game_based","complementary:inhibitory_control_attention","flanker fish game: tap the direction the center fish faces while flanking fish point the same (congruent) or opposite (incongruent) way; congruency effect, accuracy and RT scored","K-1","item_type","interactive","inhibitory control, selective attention, conflict resolution","timed_tap","a cute underwater theme and swipe-the-fish interaction are age-perfect and low-anxiety; congruent 'easy win' trials build SDT competence, keeping young children engaged through the harder incongruent conflict trials","med - congruency and pace vary but the core contrast (congruent vs incongruent) is fixed; limited difficulty range","low/med - flanker effects compress in high-ability children (near ceiling); useful for screening/executive profiling more than top-tail ranking","motor/tap speed, device latency, and simple practice are construct-irrelevant; young-child impulsivity confounds; use demo, forgiving timing, and many trials to stabilize the congruency estimate","CogAT omits inhibitory control; the game yields a conflict-cost metric and keeps 5-6 year olds attentive, but its low ceiling means it complements rather than extends CogAT's high tail","NIH Toolbox Cognition Battery (Flanker Inhibitory Control and Attention Test)","https://nihtoolbox.org/domain/cognition/","research_described","adapt_ok - Eriksen flanker paradigm is public; build original art"
"GB-024","game_based","complementary:cognitive_flexibility_set_shifting","card-sort switch game (Dimensional Change Card Sort style): sort cards by color, then the rule switches to shape (then mixed); switch cost, accuracy and RT scored","K-1","item_type","interactive","cognitive flexibility, set shifting, rule representation","drag_drop","a sort-for-the-characters game with cheerful confirmation animations gives immediate feedback and SDT competence; the rule-switch is framed as a fun twist, reducing the frustration that derails young children","med - number of dimensions and switch frequency parameterize; core paradigm has limited spread","low/med - designed to differentiate early executive development; ceilings for older able children, so best for K-2 profiling","drag skill, comprehension of instructions, and impulsivity are construct-irrelevant; verbal rule load; equalize with picture rules, demo, and practice sorts","measures set-shifting CogAT ignores; playful delivery keeps young children compliant so early executive function is validly captured, complementing CogAT's reasoning focus","NIH Toolbox Cognition Battery (Dimensional Change Card Sort Test)","https://nihtoolbox.org/domain/cognition/","research_described","adapt_ok - DCCS paradigm is public; build original cards"
"GB-025","game_based","complementary:planning_lookahead","crystal-mover puzzle (Tower of London/Hanoi style): rearrange colored balls/crystals across pegs to match a goal in the fewest moves within a move limit; planning time, first-move latency, moves-over-minimum, and rule violations scored","4-5","item_type","interactive","planning, look-ahead, subgoaling, impulse control","drag_drop","a wizard-tower theme and star ratings for efficient solutions create SDT competence and replay motivation; the visible move counter turns planning into a satisfying optimization game rather than a clinical task","high - peg count, goal depth, and move limits give a clean, calibrated difficulty ladder for CAT","high - moves-over-minimum and planning latency on deep problems sharply separate strong planners; low ceiling with hard configs","puzzle familiarity, drag precision, and learned heuristics are construct-irrelevant; repeated configurations can be memorized; randomize goals and provide tutorial + practice","measures planning/executive function CogAT does not; first-move-latency and efficiency telemetry expose whether a child plans ahead or acts impulsively, adding process insight at the tail","Shallice (1982), Specific impairments of planning (Tower of London), Philosophical Transactions of the Royal Society B","https://doi.org/10.1098/rstb.1982.0082","research_described","adapt_ok - classic public paradigm (cf. Tower of Hanoi); author original puzzles"
"GB-026","game_based","complementary:response_inhibition_impulse_control","go/no-go stop game: tap fast for 'go' targets but withhold on rare 'stop' signals (or stop-signal variant with a delayed cue); commission errors, RT, and stopping accuracy scored","2-3","item_type","interactive","response inhibition, impulse control, prepotent-response suppression","timed_tap","a whack-fast-but-freeze mechanic is inherently playful and giggly for young children; frequent go-trial success builds SDT competence and flow, keeping them engaged through the harder inhibition demands","med - go:no-go ratio and stop-signal delay parameterize; adaptive staircase possible on SSD","low/med - inhibition compresses at the top; more useful for impulse-control profiling and screening than high-tail ranking","motor speed, device latency, and a wait-and-see strategy inflate scores as construct-irrelevant variance; young-child motivation swings; standardize timing, demo, and monitor strategic slowing","adds an impulse-control dimension CogAT lacks; the game keeps toddlers/early learners on-task so inhibition is measured validly, complementing reasoning scores","Anguera/Gazzaley, Neuroscape UCSF, Adaptive Cognitive Evaluation (ACE)","https://neuroscape.ucsf.edu/researchers-ace/","research_described","adapt_ok - go/no-go and stop-signal paradigms are public; build original stimuli"
"GB-027","game_based","complementary:social_emotional_competence","branching social scenarios (Zoo U-style stealth SEL): navigate school-like situations (join a game at recess, resolve a conflict) by choosing actions; six skills (impulse control, emotion regulation, empathy, communication, cooperation, social initiation) inferred from choices and timing","2-3","item_type","mixed","social problem solving, emotion recognition, perspective taking","mcq","a story-driven virtual school with a helpful principal character gives SDT relatedness and autonomy; children reveal authentic social choices in-role, which lowers social-desirability bias versus a questionnaire","med - scenes author to skill and difficulty but scoring needs validated algorithms per skill; not a quick CAT pool","med - strong social reasoners choose adaptive strategies consistently; graded scenario difficulty spreads scores but ceilings exist","reading/language load, cultural norms of 'appropriate' behavior (DIF risk), and story-comprehension differences are construct-irrelevant; use audio narration, culturally varied scenes, and validation across groups","measures SEL competence entirely outside CogAT's scope; performance-based choices under engagement give a truer social profile than self-report, broadening who is identified as gifted","DeRosier & Thomas (2017), Establishing the criterion validity of Zoo U's game-based SE skills assessment, Journal of Applied Developmental Psychology","https://www.sciencedirect.com/science/article/abs/pii/S0193397316301514","research_described","adapt_ok - published SEL GBA paradigm; author original scenarios"
"GB-028","game_based","complementary:empathy_emotion_recognition","narrative emotion-reading game (Crystals of Kaydor-style): as a robot on an alien world, identify and gauge the intensity of facial emotions to complete social quests; empathic-accuracy and calibration scored from choices","6-8","item_type","mixed","emotion recognition, empathic accuracy, affective perspective taking","other","an immersive sci-fi narrative provides implicit motivation to take others' perspectives and strong SDT relatedness; emotional storytelling drives engagement so children practice reading affect naturally, not as a quiz","med - emotion subtlety and context parameterize difficulty; authoring rich narrative content is costly","med - fine intensity discriminations separate highly empathic children; ceiling for basic-emotion recognition, so include subtle blends","cultural display-rule differences and facial-stimulus representativeness are DIF/construct-irrelevant risks; reading load; use diverse faces, audio, and cross-group validation","assesses socio-emotional talent CogAT cannot; narrative engagement yields authentic empathic behavior and process data (accuracy + calibration) that broadens the definition of giftedness","Kral et al. (2018), Neural correlates of video game empathy training (Crystals of Kaydor), npj Science of Learning","https://www.nature.com/articles/s41539-018-0029-6","research_described","adapt_ok - published research game paradigm; build an original emotion-reading narrative"
"GB-029","game_based","complementary:persistence_grit","stealth persistence measure: within any puzzle game, embed some very hard/unsolvable items and log time-on-task, retries after failure, and voluntary re-attempts; persistence estimated from telemetry (not a scored 'answer')","4-5","item_type","interactive","persistence, frustration tolerance, effort regulation","other","because the game is intrinsically fun (flow), children choose to keep trying, revealing genuine persistence; SDT autonomy (free to retry or move on) makes the behavior authentic rather than compliance-driven","med - persistence probes embed into any level, but require careful difficulty calibration so 'hard' is equal across children","med - time-on-hard-items and retry counts separate persistent children, but engagement/interest confounds must be modeled","intrinsic interest in the specific game, prior exposure, and fatigue are construct-irrelevant; a child may persist in a liked game and quit a disliked one; use neutral-appeal content and multiple probes","captures a noncognitive predictor (persistence) CogAT cannot; behavioral telemetry under engagement is far more valid than self-report and identifies effortful children who may underperform on timed tests","Ventura & Shute (2013), The validity of a game-based assessment of persistence, Computers in Human Behavior","https://doi.org/10.1016/j.chb.2013.06.033","research_described","adapt_ok - published GBA-of-persistence method; embed original probes"
"GB-030","game_based","complementary:creativity","open-ended sandbox creativity probe: score solution originality and fluency in a design/physics sandbox (e.g., number of distinct working solutions, unusual-but-valid approaches) via stealth indicators","4-5","item_type","interactive","divergent thinking, creative problem solving, fluency/originality","other","maximal SDT autonomy (make it your way) plus non-judgmental exploration lowers evaluation apprehension, which is essential for divergent thinking; flow in the sandbox elicits generative behavior a test cannot","low/med - creativity is hard to standardize and score reliably; needs rubric/telemetry models and human-in-the-loop calibration","med/high - originality metrics can surface exceptional creative talent, but reliability of creativity scoring is a known limitation","domain familiarity, prior sandbox exposure, and scorer subjectivity are construct-irrelevant/DIF risks; evaluation anxiety suppresses creativity; use open prompts, warm-up, and multi-rater or telemetry-based scoring","assesses creativity CogAT wholly omits; a low-stakes engaging sandbox unlocks divergent output and process telemetry, widening identification beyond convergent reasoning","Shute & Ventura (2013), Stealth Assessment (MIT Press)","https://mitpress.mit.edu/9780262518819/stealth-assessment/","research_described","adapt_ok - stealth measures of creativity/persistence described; build original probes"
"GB-031","game_based","complementary:risk_decision_making","balloon-pump decision game (BART-style, as in pymetrics): pump a balloon to bank points but a pop loses the round's points; risk tolerance, learning, and consistency inferred from behavior (no right answer)","6-8","item_type","interactive","decision making under uncertainty, risk calibration, reward learning","timed_tap","tension between greed and caution creates a gambling-like flow and immediate consequence feedback; because there is no correct answer, children act naturally, which reduces evaluative anxiety and reveals authentic tendencies","med - reward/variance parameters vary but this profiles a trait, not an ability level; not a difficulty-laddered CAT","low/med - measures a behavioral tendency (risk) rather than max ability, so 'tail' framing is weak; useful for profiling","prior exposure to the task, numeracy, and understanding of the payoff structure are construct-irrelevant; strategy is coachable once known; treat as trait profiling and validate for fairness/DIF","adds a decision/behavioral dimension CogAT ignores; behavior-based (not self-report) data under engagement is harder to fake, but it complements rather than extends CogAT's ability tail","pymetrics (now Harver), neuroscience mini-games for talent assessment (overview: University of Oxford Careers Service)","https://www.careers.ox.ac.uk/article/the-pymetrics-games-overview-and-practice-guidelines","proprietary_describe_only","describe_only - proprietary commercial assessment; describe the BART mechanic/construct mapping only (BART paradigm itself is public)"
"GB-032","game_based","quantitative:approximate_number_system","dot-comparison herd game (Panamath-style ANS): two arrays of animals/dots flash; tap the more numerous set; ratio (Weber fraction) adapts; perceptual controls on size/area; accuracy and RT scored","K-1","item_type","interactive","approximate number sense, nonsymbolic magnitude discrimination","timed_tap","quick which-herd-is-bigger taps with cheerful feedback are effortless and pre-verbal, ideal for young or low-language children; flow from fast rounds keeps them going, and no reading lowers anxiety and stereotype threat","high - numerical ratio is a precise difficulty parameter (Weber fraction staircase); huge auto-generated stimulus pool","high - finer ratios separate strong number sense; notably, ANS acuity correlates with math even among mathematically gifted adolescents, so it discriminates at the top","visual/perceptual cues (area, density) can be exploited as construct-irrelevant variance if not controlled; touch speed; strictly control perceptual confounds, standardize timing, and give practice","measures a nonverbal number sense CogAT's quantitative items do not isolate, with minimal language/coaching load; engaging, culture-fair delivery elicits full effort and separates the high-math tail","Halberda, Mazzocco & Feigenson (2008), Individual differences in non-verbal number acuity correlate with maths achievement, Nature (Panamath)","https://www.nature.com/articles/nature07246","research_described","adapt_ok - Panamath is a free research tool; build an original dot-comparison game"
"GB-033","game_based","quantitative:numerical_magnitude_number_line","number-line placement / linear-board race: drag a numeral to its position on a 0-10/0-100/0-1000 line, or advance a token on a linear board by counting; linearity/percent-absolute-error and count-on behavior scored","K-1","item_type","interactive","numerical magnitude representation, symbolic-to-spatial mapping","drag_drop","a friendly race/hop-to-the-spot mechanic makes abstract magnitude concrete and playful (dual coding); each placement gives instant visual feedback and SDT competence, sustaining practice young children resist on worksheets","high - range and target values parameterize a large calibrated pool; strong CAT fit","med - basic ranges ceiling for able children; extend to larger ranges/fractions and tighter tolerance to spread the tail","numeral familiarity, drag precision, and prior number-line instruction are construct-irrelevant/coachable; equalize with demo, forgiving hit tolerance, and randomized targets","captures magnitude representation (a core predictor of math achievement) with placement telemetry beyond CogAT's multiple-choice quantitative items; engagement yields fuller effort from young children","Siegler (2016), Magnitude knowledge: the common core of numerical development (linear number-board games; Siegler & Ramani), review","https://siegler.tc.columbia.edu/wp-content/uploads/2019/02/Siegler2016-magknow.pdf","research_described","reuse_verbatim - number-line estimation is a public paradigm; reuse/author freely"
